1	2	3	4	5
2.768000000000004	2.8200000000000003	2.4719999999999964	2.9279999999999973	2.0560000000000023
3.512000000000004	4.612000000000005	2.8719999999999968	5.000000000000004	2.744000000000002
4.759999999999998	8.78	3.2519999999999993	8.487999999999996	3.180000000000005
6.711999999999996	12.7	5.244000000000004	12.612000000000002	5.667999999999996
8.516000000000002	16.503999999999998	7.608000000000004	16.744000000000003	8.364000000000004
10.343999999999998	18.708000000000002	10.992	19.784000000000002	11.256
13.715999999999994	21.131999999999994	12.951999999999996	22.843999999999998	14.963999999999999
16.252	24.980000000000004	14.803999999999995	26.959999999999994	17.344000000000005
18.676000000000002	28.908	16.896	30.984	19.523999999999997
20.984	31.964000000000002	20.18	34.156	21.863999999999994
23.387999999999998	34.892	24.139999999999993	37.275999999999996	25.539999999999996
27.259999999999994	38.239999999999995	27.159999999999997	39.676	28.096
30.511999999999993	40.744	30.500000000000004	42.14	30.708000000000002
33.764	43.059999999999995	33.623999999999995	44.532000000000004	34.168
37.175999999999995	44.784	36.248000000000005	46.540000000000006	37.348000000000006
40.124	46.919999999999995	39.332	48.684000000000005	40.34799999999999
42.832	48.519999999999996	41.476	49.983999999999995	42.596000000000004
44.796	49.804	44.14	51.212	44.848
47.012	50.92	45.92	52.580000000000005	47.192
48.64000000000001	52.536	47.768	53.844	48.663999999999994
49.944	53.367999999999995	49.108	54.992	50.088
51.22	54.132000000000005	50.564	55.508	51.2
51.93600000000001	54.884	51.5	56.464000000000006	52.464
53.372	55.732000000000006	52.507999999999996	57.628	54.228
54.628	56.976000000000006	53.94	58.11999999999999	55.120000000000005
55.76	57.647999999999996	54.812	58.84400000000001	56.052
56.132000000000005	58.092	55.372	59.632	57.31999999999999
57.156000000000006	58.98	56.33200000000001	59.816	57.668000000000006
57.396	59.548	57.384	60.64000000000001	58.044000000000004
58.455999999999996	59.548	57.943999999999996	61.13999999999999	59.248
59.224	60.888	58.812	62.007999999999996	59.996
59.711999999999996	61.256	58.955999999999996	61.75200000000001	60.116
60.048	61.78399999999999	60.012	62.86000000000001	61.284000000000006
61.11599999999999	62.84799999999999	60.912	63.676	61.888
61.192	62.712	61.352000000000004	63.852	62.188
61.492000000000004	62.78399999999999	62.196000000000005	64.512	62.559999999999995
61.79600000000001	63.088	61.696	64.79599999999999	62.651999999999994
62.808	64.132	62.288	64.888	63.507999999999996
63.332	64.52	62.952000000000005	65.472	64.144
63.236000000000004	64.436	63.803999999999995	65.572	64.608
63.94	65.49199999999999	64.596	66.16	64.79599999999999
64.352	65.26799999999999	64.384	65.852	65.36800000000001
64.21600000000001	65.75999999999999	64.896	66.56800000000001	65.42399999999999
64.544	65.84	65.08	66.556	66.12400000000001
64.77999999999999	66.264	65.208	67.072	65.58800000000001
65.292	66.24799999999999	65.596	67.10000000000001	66.29599999999999
65.544	66.992	66.136	67.63600000000001	67.02
65.96	67.352	66.15599999999999	67.436	66.816
76.2	67.276	66.452	67.696	67.13199999999999
79.604	67.63600000000001	67.12	78.66	67.57600000000001
81.732	67.308	67.052	82.62	67.976
82.704	68.13199999999999	67.716	84.38799999999999	68.196
84.032	68.412	67.556	85.492	68.496
84.54	68.22	68.19200000000001	86.184	68.548
85.344	67.884	67.92	87.156	68.776
85.908	68.364	67.97999999999999	87.676	68.772
86.048	69.304	68.36	88.096	69.004
86.044	69.232	68.508	88.3	69.704
86.564	69.24	68.868	88.75999999999999	69.64
87.26	69.508	69.128	88.872	69.516
87.056	69.236	69.464	89.128	69.896
87.048	69.336	69.8	89.404	70.34400000000001
92.112	69.78800000000001	69.756	89.29599999999999	81.052
94.296	70.024	69.528	93.484	85.092
94.908	70.15599999999999	69.76400000000001	95.536	86.38
95.408	70.10799999999999	70.07600000000001	95.904	87.944
95.832	70.292	69.852	96.684	88.592
96.08	70.548	70.13199999999999	96.916	89.0
96.456	70.43599999999999	69.696	97.36399999999999	89.792
96.86	70.732	70.524	97.396	90.14
96.856	70.94	70.22	97.58	90.2
97.052	71.096	70.88799999999999	97.78	90.692
97.312	70.736	81.384	97.952	90.82000000000001
97.516	71.38	85.46400000000001	98.072	91.25999999999999
97.576	71.416	87.016	98.264	90.988
97.652	71.316	88.34	98.26	91.35600000000001
97.812	71.868	88.852	98.48	90.776
97.76	71.752	89.768	98.624	91.308
97.904	71.684	90.33200000000001	98.464	95.07600000000001
98.172	71.612	90.812	98.688	96.896
98.37599999999999	71.92	91.11200000000001	98.784	97.664
98.324	71.816	91.288	98.836	97.832
98.68	82.76	91.032	98.872	98.13199999999999
98.844	86.848	91.572	98.836	98.28
98.932	88.444	91.372	98.896	98.4
98.98400000000001	89.412	91.33200000000001	98.85199999999999	98.55199999999999
99.18	90.468	91.908	99.176	98.712
99.148	91.12400000000001	95.46	99.056	98.824
99.22	91.364	97.1	99.276	98.916
99.18	91.908	97.592	99.33999999999999	99.05199999999999
99.224	91.904	97.92	99.404	99.036
99.24	92.61200000000001	98.14	99.528	99.064
99.188	91.888	98.22	99.432	99.104
99.252	92.448	98.516	99.38	99.1
99.26	95.38799999999999	98.5	99.47200000000001	99.256
99.272	96.928	98.6	99.496	99.384
99.288	97.328	98.78	99.572	99.38
99.412	97.688	98.924	99.58399999999999	99.508
99.348	97.872	98.932	99.56	99.52
99.44	98.036	99.056	99.632	99.58399999999999
99.4	98.168	99.06	99.64	99.536
99.496	98.312	99.32	99.632	99.544
99.476	98.508	99.268	99.616	99.564
99.328	98.588	99.33999999999999	99.60799999999999	99.60799999999999
99.36399999999999	98.56	99.35199999999999	99.664	99.652
99.368	98.612	99.388	99.62	99.58
99.388	98.86	99.484	99.712	99.60799999999999
99.488	98.97200000000001	99.476	99.652	99.604
99.424	99.016	99.5	99.72	99.656
99.432	98.88	99.5	99.668	99.69200000000001
99.412	99.08	99.46000000000001	99.644	99.592
99.484	98.932	99.5	99.676	99.616
99.408	99.176	99.572	99.71600000000001	99.7
99.424	99.3	99.516	99.688	99.656
99.44800000000001	99.344	99.52	99.70400000000001	99.676
99.44	99.348	99.548	99.69200000000001	99.664
99.392	99.412	99.636	99.728	99.676
99.432	99.44	99.524	99.708	99.708
99.41600000000001	99.464	99.616	99.788	99.712
99.44	99.508	99.628	99.752	99.696
99.456	99.47200000000001	99.55199999999999	99.756	99.744
99.488	99.44	99.624	99.768	99.636
99.5	99.52	99.6	99.732	99.756
99.452	99.508	99.58	99.752	99.748
99.468	99.46000000000001	99.612	99.748	99.756
99.42800000000001	99.58	99.64	99.78399999999999	99.776
99.36399999999999	99.512	99.66000000000001	99.744	99.70400000000001
99.376	99.6	99.60799999999999	99.688	99.752
99.392	99.572	99.60799999999999	99.788	99.816
99.412	99.592	99.684	99.768	99.736
99.4	99.588	99.67200000000001	99.736	99.732
99.408	99.612	99.67200000000001	99.78399999999999	99.78399999999999
99.476	99.632	99.632	99.792	99.768
99.444	99.616	99.696	99.792	99.764
99.344	99.53999999999999	99.748	99.744	99.748
99.464	99.67200000000001	99.66000000000001	99.78	99.764
99.47200000000001	99.612	99.696	99.684	99.752
99.47200000000001	99.616	99.724	99.792	99.78
99.456	99.628	99.7	99.756	99.82799999999999
99.476	99.556	99.668	99.772	99.78399999999999
99.396	99.59599999999999	99.67200000000001	99.776	99.732
99.424	99.652	99.724	99.756	99.804
99.41600000000001	99.668	99.684	99.804	99.80799999999999
99.44	99.59599999999999	99.664	99.76	99.772
99.432	99.564	99.736	99.78	99.804
99.444	99.62	99.71600000000001	99.768	99.824
99.512	99.71600000000001	99.684	99.82799999999999	99.752
99.452	99.604	99.748	99.764	99.772
99.4	99.636	99.70400000000001	99.744	99.744
99.444	99.58	99.748	99.728	99.824
