1	2	3	4	5
1.4789239247436707	1.5414087888224952	1.549163659820166	1.675384330627558	1.5298762598915774
1.0680583787086368	1.0848512251663696	1.0962189201198886	1.2895239195250496	1.091350825698784
0.9018477064264394	0.9222446680068965	0.9473089915712163	1.1249241182566287	0.9141455797283244
0.8183532660574557	0.8323116310112313	0.8455748786706757	1.029510039960027	0.8312673410186375
0.7634740552633927	0.7787274777736813	0.7781590352125495	0.9734820688472077	0.7759172160302281
0.7242074122514264	0.7305339960490955	0.7309060860472872	0.9297771223670679	0.7358990525040793
0.7005757939480152	0.7074517674000983	0.7021049285483786	0.9044555440888078	0.7108029406089014
0.6772504548739892	0.6942375490580068	0.672731385282848	0.8834695645305504	0.6915041050490207
0.6642526119871215	0.6778612684105977	0.6552015963722674	0.8631829902948932	0.6709032647902395
0.6537689536123936	0.6665368606824699	0.6532176194898304	0.8522078497025662	0.6637547060351847
0.6352162134007118	0.6427130962119382	0.6342976892848146	0.8336210171584889	0.6437868459145435
0.6345363122880309	0.6382594528558002	0.6213838036560342	0.8244770266820709	0.6309713235749006
0.6225568636908857	0.6281305477594781	0.6114182972999483	0.8181205370542035	0.6302417208014248
0.6108759085997906	0.6227687645293867	0.6042644888391276	0.8080050961288349	0.616278065516211
0.6004571996991289	0.6080190905219761	0.5969137971663414	0.7972197076853581	0.6028119115268481
0.6018187022575028	0.6114057025793568	0.596558530388586	0.8057588167355184	0.6037905336645863
0.5913983560584085	0.596662603833182	0.5898058173601586	0.789792020836145	0.594034774757712
0.5903024966149679	0.5920510552728263	0.5835964934295399	0.7879125119170268	0.5875186641197978
0.5850031170088924	0.5891258011541103	0.5757929798587204	0.7805325794402896	0.5821517590823989
0.5742767302276532	0.5776873118889614	0.570870057624929	0.7697663886467819	0.5762350887746152
0.5723485102891314	0.578926820126945	0.566880233985993	0.7696990599412747	0.5715570342357809
0.5752806011063365	0.578008872468759	0.5716865206008674	0.7696154393503427	0.5725803140484166
0.5683597174599346	0.57311712300686	0.5601400226125931	0.7622439888737085	0.5683766441881811
0.5650244051843041	0.5668634486472822	0.5591242721928352	0.7623195824263349	0.5613524197312565
0.5580669357191269	0.558877161625401	0.553191032632232	0.7564648403536024	0.5577643568558456
0.5636008135650471	0.5646126661306757	0.5554879709430359	0.7550093538468449	0.5591193942920027
0.552196941031215	0.5618272108952403	0.5448369097984047	0.7519149161360754	0.5518259065382928
0.5550233714111015	0.5605054496956601	0.5508430891329674	0.7545431576421493	0.5513754575453754
0.5543611214288974	0.546943818288081	0.5420949713653314	0.7458371358454381	0.5444548795442756
0.5482242388646014	0.5495481262426546	0.545733421431173	0.7452837708203695	0.5440470990927319
0.5480091426988397	0.5567867191093957	0.5397832531605838	0.7436871363988619	0.5427742194184251
0.5444359591092598	0.5465161406323119	0.5385264157486696	0.743130868048315	0.5445914988017757
0.5507893130907309	0.5470590787318044	0.547803951956122	0.7395374644595339	0.5413720890536629
0.5432689929252387	0.5436159658157609	0.5397779077977473	0.7376559561170893	0.5426327865142043
0.5436629493675577	0.5456587752265388	0.5378401677321898	0.7381715443737982	0.5381493271921598
